# La frase que sale bajo el nombre de cada personaje.
# identidad = el valor del campo 0xBA162C11 de la partida.
# Lo genera herramientas/construir_descripciones.py (NOTAS O-92).
identidad,descripcion
DB741762,"Es un chico robusto y entusiasta que creció entre dinosaurios. Su frase favorita es: ""Es la ley de la vida ""."
DB83A28B,Es un todo un donjuán. Tiene una frase para ligar para cada día de la semana.
DB949D6A,"Le apasiona ver todos los deportes, desde el judo a la vela."
DBB4E6AF,Los juegos de cartas coleccionables son su locura. Es un auténtico experto.
DBBF3EF9,Es brillante y amigable. Nunca trae dinero en el bolsillo.
DBFC9609,Viaja por la galaxia vendiendo comida al por mayor; saca beneficios porque sus precios son muy bajos.
DBFEF507,Acostumbra a ir a restaurantes para tomar solo un café y leer.
DC07E747,El pelo le brilla tanto que reluce bajo la luz del sol; es una atracción turística de la aldea Juuro.
DC111210,Toma decisiones frías y calculadas. Sus acciones nunca se ven influenciadas por las emociones.
DC1A450B,Sabe abrirse camino ante cualquier defensa y crear oportunidades de gol.
DC2570C1,"Su afición es hacer ropa para muñecas, pero no sabe coser nada a tamaño real."
DC25FF8C,"Es agresivo, pero admira a la gente fuerte. No duda en seguir a aquellos a los que admira."
DC48FBAE,"Todavía no se mantiene en pie en la tabla, pero adora ver a los pros surcar las olas como si nada."
DC4F97E1,Es un derrochador. No puede resistirse a ningún producto que lleve el sello real.
DC5235AD,Es un maniático del interiorismo. Cada día reorganiza su habitación.
DC6FEC24,"Se pirra por las sopas calientes y los cocidos, ¡incluso en pleno agosto!"
DC782D93,"Todo orgullo y elegancia en apariencia, pero como cometa un error acaba en una espiral de autocastigo."
DC7DBFBE,"Capaz de realizar tiros y movimientos precisos, pero le falta algo para dejar de ser un suplente."
DC81B13B,"Una nueva rica, que busca perfecciona su técnica para encajar en esa refinada élite."
DC88803C,"Está tan inmersa en el entrenamiento de Orión, que lleva años sin pisar una peluquería."
DC8A0A57,Domina la carpintería. Él mismo ha fabricado todos los muebles de su habitación.
DC8F2CBD,"Antes aprendía fútbol solo con libros, ahora corre a toda velocidad por el campo mientras piensa en una estrategia."
DC9AD6B4,"Estrella del club de teatro, que teme que el drama entre bastidores le robe protagonismo."
DCB69625,Amigo de la infancia de <FLA:ICHINOSE>. Ha mejorado gracias a la piedra Alius.
DCBDC13E,Este fenómeno de Ribera del río encuentra el punto flaco del rival de un vistazo.
DCC50FB8,"Se le da de maravilla recopilar información. Aunque es el cerebro del equipo, tiene mucho en lo que mejorar."
DCCF66BA,Un jugador tan bello y esbelto que da el pego como chica. Conoce bien a <FLC:SHINDO>.
DCD5DB61,Jugador que se levanta por muchas veces que lo derriben. Se preocupa mucho por los jugadores más jóvenes.
DCE56D7B,Cocina de lujo y dota al equipo de tentempiés proteicos que él mismo prepara.
DCF53ED5,Un alienígena que adora la música y que es incapaz de quitarse los auriculares que lleva puestos.
DCF75DDB,Adora coleccionar bolas de pinball. A sus padres les preocupa.
DCFC0AC0,Un jugador de aspecto delicado y algo chapado a la antigua. Mantiene a la defensa unida con su determinación.
DD07658F,El capitán y sucesor de <FLC:TAKESHI>. Usa herramientas y realiza jugadas de última generación.
DD3537EC,Ha formado una patrulla para proteger a los niños de la ciudad.
DD3754E2,Un misterioso alienígena que se hizo pasar por <FUL:ROLAN> para participar en el FFIV2.
DD37DBAF,Ilusionista cuyo juego de fantasía confunde al rival.
DD486060,Siempre va de negro y lleva un abanico muy extraño.
DD4D468A,Está obsesionado con la salud y funciona como un reloj suizo. Puedes coordinarlo con sus movimientos.
DD58BC83,"Un mago de las luces, que busca iluminar los escenarios con sus increíbles espectáculos."
DD7F2444,"Gemelo mayor con un + en la frente, se le conoce por su risa monosilábica."
DD7FAB09,Se le conoce por aparecer de la nada y robar el balón en una fracción de segundo.
DD8DFDD6,Se le da muy bien montar a caballo. Entrena junto a los mejores equitadores del país.
DD905F9A,Jugador de baloncesto que sueña con irse a Estados Unidos algún día.
DD90D0D7,Excapitán que protegió el reino y se hizo a un lado por respeto a <FST:SARGES>.
DD91F616,Una amable recién llegada que canta de todo a la perfección.
DDACC3E8,"La prefecta de la escuela, no soporta que los alumnos se salten las normas."
DDAD8613,Una estrella emergente del pop. Se lo está ganando a base de esfuerzo.
DDBA47A4,"Tranquila y calmada..., hasta que sale a relucir su encanto de delincuente y se vuelve imparable."
DDBFD589,Un cazador rápido e implacable que nunca pierde de vista a su objetivo.
DDC58D70,"Es muy egoísta y siempre está metiéndose en líos, pero se gana a la gente con su voz."
DDD82F3C,"Un maestro de la apnea en Cala Pirata, con una musculatura y una capacidad pulmonar impresionantes."
DDD8A071,"Le gusta comer todo en escabeche, aunque debería dejar de hacerlo con las chuches."
DDE71AF6,Le gusta mirar el cielo ensimismado. Las nubes le dicen qué tiempo hará.
DDF34973,Una instructora marítima que sueña con ser novelista. Dirige los partidos con el estilo propio de una novela.
DE1404B9,"Tiene una perspectiva única, ya que proviene de un pueblo con ojos que pueden ver el pasado."
DE148BF4,Es muy tiquismiquis con el agua. Solo la bebe si es mineral.
DE180CC4,El último shogun del período Edo y un arrogante por naturaleza. Participó en un complot contra <FUL:SAKAMOTO>.
DE26E9C4,Un defensa temerario que tiene una fe ciega en <FLA:SAKAMAKI>.
DE281786,Le gustan los chicos de los cursos inferiores y les tira los trastos.
DE29527D,"Presidente del club de apreciación de Kabaddi, que tiene como propósito difundir dicho deporte."
DE3B01E7,Este centrocampista lleva gafas de sol para ocultar sus emociones de los rivales.
DE44BA28,¿Qué secretos esconderán los ojos azules del aventurero azul?
DE4F15A6,"Siempre está merodeando... pero en realidad es un inatuber de platino de primer nivel, con un montón de fans."
DE5C741F,"Le interesa mucho la historia de la artesanía, en especial la de la joyería."
DE5CFB52,"El estratega de la Mar de Luna, capaz de idear un plan para cada situación al instante."
DE63CE98,"Lleva jugando al pimpón desde los 8 años, pero a veces quiere usar una pelota más grande."
DE7C0FDA,Se deja el flequillo largo para que no le digan que tiene la mirada triste.
DE919847,"Aunque solía ser adorada por los niños, la desesperación del pasado la ha convertido en algo irreconocible."
DE973728,"Es el capitán y el portero de los Pequeños Gigantes, se crió en el campo, en Costail."
DEAE22C0,"Un genio en el campo, de los que solo aparece uno cada década."
DEB1E382,Aprende ballet y su sueño es bailar en una gran compañía de danza.
DEB30FC1,Él mismo se monta sus ordenadores. Tiene más de diez en casa.
DEB3808C,"Esconde un secreto oscuro en su pasado, aunque ni ella misma lo sabe."
DEBB395A,"Bajo esa calma, oculta una increíble habilidad con la que frena los tiros de cualquier rival."
DEBC9711,¡Un avatar personalizado del jugador que iluminará el campo!
DEC5E321,"Le encantan las armas, pero no tiene dinero suficiente para tener la colección de sus sueños."
DEC9405E,Este alegre entrenador avanza por la vida con ritmo y se anticipa a los movimientos del rival.
DECCB40E,Sabe mucho sobre ciencia. Su sueño es ganar un premio Nobel.
DECFB3A6,"Pese a su intimidante apariencia, a veces vacila ante los disparos más poderosos."
DEE65266,Le interesa la escultura y está intentando esculpir piezas para un ajedrez futbolero.
DEF0287C,"Aunque nació en Okinawa no aguanta el calor, así que siempre está debajo del aire acondicionado."
DEF11A5F,"Joven que en el campo de juego es conocido como el ""Genio Amurallado ""."
DEFB7F67,"El cerebro del Ultramegahiedra. Eso sí, hasta el mediodía no se despierta."
DF0DD991,"Fogoso y habilidoso, arrastra por igual a amigos y rivales hacia sus despiadadas tácticas."
DF0EDE39,Disfruta tanto de la comida sencilla que desprecia la sofisticada.
DF1FD8BC,Chica con mejillas tan blanditas como el mochi. Adora el fútbol por encima de todas las cosas.
DF243851,Le apasiona el submarinismo y quiere vivir en una isla tropical.
DF32424B,Submarinista increíble. Puede descender hasta 100 m a pulmón.
DF337068,Joven cuyos rasgos afilados y mirada penetrante engatusan a sus rivales.
DF34DCE9,Tiene una táctica de equipo para cualquier ocasión. Sus movimientos son rigurosos y precisos.
DF391550,"Hijo de un experimentado pescador, da mucha caña en el campo de fútbol."
DF405615,Todas las mañanas se pasa dos horas peinándose. Hace todo lo posible para no golpear el balón con la cabeza.
DF71EABB,"Su mirada alcanza todos los ángulos que tiene delante, pero siempre se olvida de cubrirse las espaldas."
DF7389B5,Es fan de los duelos con espada y siempre lleva una de madera al instituto.
DF79536D,Un capitán reconocido entre los mejores del mundo. Tiene la determinación de un campeón y no subestima a nadie.
DF9E9165,"Antes siempre era suplente, pero se ganó la titularidad a base de determinación y esfuerzo incansable."
DFA12BE2,"Le encanta la moda y, aunque no lo admita, se cree que es la más guapa del mundo."
DFA1A4AF,Ha empujado a su hermana a hacerse modelo para conocer a otras.
DFBE65ED,La menor de las hermanas <LST:OKOJO>. Viene del Alpino y no le van bien los amores.
DFD5A40C,"Duerme mucho, ya que sus sueños son su fuente de inspiración."
DFD6E1C3,Se le da genial anunciar eventos. Es capaz de llenar un estadio.
DFEA7DB1,Miembro del escuadrón enemigo de la patrulla local. No resiste el dolor.
DFEB384A,Su pelo lo delata como friki de los dibujos animados de robots gigantes.
DFF96BD0,"Parece tranquilo, pero en el fondo es muy tenaz y un rival temible. <FUL:GAMMA> confía mucho en su juego."
E00DD123,"Hija de <LST:MICHIYA> y amiga de la infancia de <FUL:ENDO>, ahora trabaja de enfermera en un hospital."
E0151F14,"Cree poseer un olfato infalible, pero a menudo los olores que percibe son imaginarios."
E0188C12,Un jugador misterioso y fantasmagórico. Nadie sabe nada sobre su pasado.
E01F82B9,Un joven mago al que le fascina el truco de magia de partir a una persona con una sierra.
E0225B30,Osteópata que tiene los pulgares como martillos. después de muchos años.
E022D47D,"Tres veces finalista del concurso de pieles duras, capaz de hacer frente al campeón actual, <FST:KAKUGAN>."
E02D6F3A,"Por fuera, es serio y formal, pero nadie se imagina la faceta salvaje que oculta."
E0389533,Prefiere la técnica a la fuerza. Lo llaman Núcleo Técnico por su precisión al luchar al sumo.
E03FF97C,Se comporta como una roca. No se inmuta ante ningún ataque o defensa.
E0559111,Una dragona de un mundo fantástico que luchó contra el Rey Arturo. Posee la ferocidad de una bestia y el intelecto de un sabio.
E0617C8D,Admira a los pueblos nómadas y le gustaría vivir como ellos.
E0674C3F,"Astuto y despiadado, ataca con precisión las debilidades del enemigo. Puede ser arrogante, pero se toma el fútbol muy en serio."
E06AA4DB,Este delantero idolatra a <FLA:GOENJI>. Tiene un potencial nada despreciable.
E07A944F,Pertenece al Ejército de terracota. Es un gran admirador de <FUL:KOMEI3>.
E0855048,"Sus padres son un par de biólogos de Tasmania, así que sabe un montón sobre animales."
E085DF05,"Sus padres venden galletas, pero él quiere ser pastelero."
E08D745E,Un androide creado por <FLA:SAKAMAKI>. El modo hyperdrive ha aumentado su potencia.
E09360C3,Su manera de hablar es pomposa y complicada. No todo el mundo es capaz de seguirla por eso mismo.
E0962C85,"Ha aprendido a controlar su tormenta interior, y solo deja salir su ira cuando entra en Modo furia."
E0AA5516,Le encanta jugar al gato y al ratón con sus contrincantes. Su actitud fría fascina a los hombres.
E0B8068C,Una chica misteriosa en busca de un héroe dotado de un cerebro privilegiado y gran fuerza.
E0C6F8B8,"Como hace peinados excéntricos, nadie se deja cortar el pelo por él."
E0CDAFA3,Practica remo en el río. Tiene cuerpo de machote de la cintura para arriba.
E0DA6E14,Era la estrella anotadora de su antiguo equipo de baloncesto. Aprovecha cualquier oportunidad para lucirse.
E0F1DFA6,Talentosa y elegante. Se nota su amor por los partidos en sus regresos a la pista.
E10FC594,Disfruta bañándose en aguas termales y piensa que son la cura para todo.
E1180423,"Solía ser titular, pero ahora es un suplente más. Manifiesta su frustración con jugadas temerarias."
E12368AC,Delantero de sangre caliente. Sus tiros abrasadores dejan un rastro de cenizas a su paso.
E1357691,"Quería tener una tranquila vida de instituto, pero su conocimiento y elegancia en las ceremonias del té llaman la atención de todos."
E147B532,Le encantan las mandarinas y todas las frutas cítricas en general.
E153A35B,Un delantero de gran talento que sale al campo con la furia de un guerrero.
E1683F21,"Gracias a sus movimientos ágiles, es capaz de robarles el balón a sus oponentes sin que se den cuenta."
E17A6CBB,"Normalmente está tranquilo, pero sus ataques de ira repentinos asustan a sus amigos."
E18544CB,"Le gusta la calma del club de rugby, pero esperaba que sus melés fuesen menos cordiales."
E197746B,"A menudo es el blanco de las bromas en el Raimon. Tiene un peinado llamativo y funky, pero es un poco tímido y miedoso."
E19C2370,Aprecia la armonía y la disciplina en su equipo. Es implacable con los que se escaquean al entrenar.
E1A316BA,Es muy impetuosa y obliga a los demás a que la escuchen.
E1A52608,"Le llaman ""el rey de los porteros "". No deja ningún hueco sin cubrir."
E1D77523,Jura que su aspecto es el resultado de una broma de mal gusto.
E1DDE88E,Hija de una famosa peluquera. Ha heredado el sentido estético de su madre.
E1E03107,Su mujer se enfadó cuando hizo un pan en forma de balón.
E1E0BE4A,"Con una belleza despampanante y una lengua mordaz, ha roto mil y un corazones sin despeinarse."
E1E8A98C,Los filetes de ternera son su gran obsesión. No duerme tranquilo si no se come uno al día.
E1EF050D,"Es tan confiado que se traga cualquier bulo, hasta la mentira que lo llevó a apuntarse a fútbol."
E1FAFF04,"Creció en un dojo de kárate, pero se unió al club de judo por pura rebeldía."
E1FD934B,"Tiene una gran fascinación por los canales y vías marítimas de todo el mundo, pero en especial por el estrecho de Tsugaru."
E20C6147,"Con la dureza de sus embestidas, es casi imposible de detener."
E213A005,"De mente ágil, destaca por sus movimientos impredecibles. Se escabulle con amagos y estilo."
E2197ADD,"Tiene un don para todo, pero sólo le interesa el fútbol."
E227C2D4,Deambula por bosques de noche porque está estudiando los búhos.
E22C1A82,"Tan sigiloso como un felino, siempre está al acecho. Ataca cuando menos te lo esperas."
E23A799E,"Se queda dormida en clase y, aún así, saca las mejores notas. Dicen que estudia cuando duerme."
E24B6F7A,La hermana de <FUL:SYU>. Su pueblo la envió sola al mar para salvarse.
E25359D8,"Joven fogoso que siempre grita ""¡No lo intentes, hazlo! "" a sus compañeros."
E254F559,Corre como el rayo y juega de manera precisa. Se esfuerza por vivir según las enseñanzas de <FUL:KINUN>.
E2593CE0,Distinguida capitana del club de arco. Nunca decepciona en los concursos.
E2646A24,Un luchador arenoso de gran fuerza que aspira a convertirse en profesional; ya ha decidido la máscara que usará.
E264E569,Patrón de obras públicas. El trabajo de constructor le ayuda a entrenar.
E2686259,Un detective que lleva años tras la pista de <FLA:REIJI>. No tolera que nadie manche el nombre del fútbol.
E26DF021,Usa hipnosis para confundir a sus enemigos. Su tercer ojo parece albergar un poder latente.
E2713715,"Un fanático del fútbol, tan brillante y enérgico como el propio sol, que siempre hace que el ambiente se caldee."
E273CBB4,"Ha liberado su lado oscuro para mostrar su auténtica personalidad, sin mentiras ni engaños."
E27E2B6A,Sus retratos embellecen tanto a sus modelos que parecen otros. Se gana sus corazones haciéndolos más adorables.
E27FA6A9,"Frío, sin emociones y despojado de su valor y sentido de justicia. ¡Ahora está bajo el control de los Devoramentes!"
E28B11FA,"Llegado del extremo oriental de Japón, su mayor deseo es la paz mundial."
E2963CFB,"Lanza unas jugadas tan explosivas que, como la erupción de un volcán, hacen temblar al rival."
E29CD04D,Su ira estalla si algo sale mal. ¡Ahora está bajo el control de los Devoramentes!
E2B58DBC,Rara coleccionista que usa los instrumentos de la integrante favorita de su banda preferida y sueña con tocar junto a ella.
E2B92EC3,"El entrenador de Cala Pirata. Es muy estricto, pero siempre piensa en la victoria del equipo."
E2C3615C,"Cuando se lo está pasando bien, se olvida del reloj."
E2D63DB3,Tiene una asombrosa habilidad para saber lo que tiene la gente en los bolsillos.
E2E98734,Se cree el más guapo de todos y se pasa el día mirándose al espejo.
E2ECEB4F,Le gusta hacer retratos y se la pasa dibujando. Ya dibujó a todos sus compañeros de equipo.
E2FEB8D5,"Sabe apreciar el arte minimalista. Cuanto más simple el diseño, mejor."
E3010B6B,"Le encantan las algas, incluso las come como postre."
E3018426,Practica taekwondo desde que era pequeño. Usa esa habilidad en el campo de fútbol.
E3145784,Un tipo de aspecto siniestro. Nunca ha necesitado ponerse máscara en Halloween.
E32BED03,En el futuro quiere ser guionista de televisión y escribir comedias.
E32E8178,Su optimismo inocente alegra a todos sin importar lo tristes que estén.
E33CD2E2,Este radioaficionado tiene su propia emisora certificada montada en su cuarto.
E3497BCD,Una leyenda viva que limpia la nieve de barrios enteros con tan solo una pala.
E35456CC,"Aunque no lleve reloj, siempre sabe con exactitud el minuto de juego."
E35EBA7A,Hambriento de victoria e indiferente a las apariencias. ¡Ahora está bajo el control de los Devoramentes!
E373C8C8,"Aunque carece de habilidades, es magnético. El balón y sus compañeros se le acercan como por arte de magia."
E37E3FE9,<LST:BARVIEW> lo invitó a jugar al fútbol y descubrió que los alienígena de clase baja nunca lo habían probado.
E389054D,"Una misteriosa figura que se acercó a <FUL:SARU> con el nombre de Benefactor X, para proteger a <FST:FEI>."
E39133EF,Joven propenso a lesionarse que siempre anima al equipo con su actitud positiva.
E391CB7A,Su plan es convertirse en un distinguido corredor de motos a nivel internacional.
E39B56D7,Un enorme empollón que nunca deja los deberes para el día siguiente.
E39C587C,Un chico que confía plenamente en sus propias habilidades. Mantiene una gran rivalidad con <FLC:TSURUGI>.
E3A5CA91,Cruza la meta usando toda su fuerza y se nutre de los vítores del público para seguir esforzándose.
E3A60013,"A primera vista parece un tanto descuidado, pero es muy delicado y se pone enfermo enseguida."
E3A68F5E,Hombre de confianza que cuida de todo el vecindario.
E3AF9A16,Nació en el seno de una familia que le rinde culto al sol. Usa su fe para proteger la portería.
E3BC415D,"Una popular jugadora que comparte el foco de atención con <FLC:BATON> y nunca se pierde un remate, sea cual sea el desafío."
E3CE0B70,Con solo mirar al cielo es capaz de predecir el tiempo que hará mañana.
E3E5A8E3,Trabaja en el mejor restaurante chino de la ciudad.
E3EE70B5,Portero estrella de Australia. Utiliza la fuerza del Pacífico para detener cualquier tiro.
E405A944,"Silencioso y calculador, el entrenador de Los Storm Wolves marca el ritmo del partido con sus muy meditadas decisiones."
E4082CFA,Una conocida gimnasta rítmica que solo se conforma con el primer puesto.
E408A3B7,Su sueño es vivir en un barco. Ahora está fabricando una balsa.
E42729A4,Se tapa la nariz con un protector metálico para no resfriarse.
E42ABB7C,Tiene ideas fabulosas. A lo mejor se le ocurre una técnica genial...
E42C1413,Hijo de <FUL:SENGUJI>. Es el portero y carismático líder de su equipo.
E4357A3E,Empezó como adivino por diversión y ahora muchos creen que lo es.
E440D311,"Hijo de un rico terrateniente, con un bosque de bambú lo bastante grande para mil personas."
E44B840A,"Parece muy alegre, pero las gafas de sol esconden unos ojos tristes."
E46CB7CF,"Tiene un espíritu noble, que le impulsa a seguir mejorando. Le gusta presumir de sus habilidades ante los demás."
E4779735,"Antaño fue el capitán del legendario Inazuma Eleven original, un equipo con un legado sin parangón."
E47A6014,"Corre colina arriba hacia el colegio por las mañanas para ser más resistente, pero llega agotado."
E492FE0B,Se le da de miedo pelar alcachofas y trata siempre de batir su propio récord con un cronómetro.
E498601B,"Confecciona instrumentos musicales de madera, como xilófonos y castañuelas."
E4A9DA7F,"Lo conocen como el ""Cazaosos "". Bajo su temperamento tranquilo, se oculta una furia sin igual."
E4AF2782,Es muy amable. Siempre ayuda si ve a alguien cargando con maletas.
E4AFA8CF,"El heredero de un arte marcial secreto de Magmavís, capaz de asestar golpes decisivos desde ángulos inesperados."
E4B5E981,"Le gustan las joyas, pero cree que son algo ridículas. Oculta sus nervios bajo su maquillaje de rockera."
E4E7D869,Es un jugador muy ambicioso. Quiere ver a los futbolistas coreanos en el plano internacional.
E4EC003F,"Es tan brusco hablando que aunque diga la verdad, no le comprenden."
E4F7E8FD,"Un jugador intimidante, pero con un corazón de oro. Actualmente juega en la liga de fútbol italiana."
E50D0D87,Joven que se disgusta con facilidad cuando las cosas no salen como las había planeado.
E51A08D9,Su pequeño cuerpo y rapidez de acróbata llevan a sus rivales de cabeza.
E51A8794,Sucesora de <LST:HIBIKI> como entrenadora del Raimon. Es estricta y precisa en su guía hacia la victoria.
E525B25E,Jugador tranquilo que siempre mantiene la cabeza fría. Sus tácticas dejan helados a los rivales.
E52E6A08,Se le dan muy bien las guerras psicológicas.
E550943C,"Le gustan los chicos que son más fuertes que ella. Por desgracia, muy pocos lo son."
E56D4DB5,Es imposible de que nada le salga bien sin los consejos de sus padres.
E56DC2F8,Un embaucador rompecorazones con su propio club de fans; esas cejas perfiladas vuelven locas a las mujeres.
E57708B2,De naturaleza tranquila y rápido con los pies. Cuando siente presión se mete debajo del caparazón.
E57783B6,Lidera a los animadores con su amabilidad y apoyo a los novatos. A veces cambia de bando en pleno partido.
E582B926,Embaucador nato que deja ver solo lo justo de sus verdaderas intenciones.
E5AEDDF8,"Mientras más fuerte es el rival, mayor es la adrenalina. Su pasión por el fútbol no parece tener fin."
E5B5FD02,Un robot parecido a un osito de peluche que se enorgullece de ser la mano derecha del profesor <LST:ARNO>.
E5C75B58,Está estudiando cómo crear una especie de árbol que dé golosinas. Su investigación ha avanzado tanto que la aceptaron en la universidad.
E5CAC980,Se enfadan con él porque pone su música en la emisora del instituto.
E5DDFB85,"Con muelles en los pies, lo ficharon por su talento deportivo... Sus notas son otra historia."
E5E8D14B,Un virtuoso guitarrista con talento para improvisar canciones.
E5F71009,Crea códigos tan indescifrables que ni él mismo los entiende después.
E612812D,Es el menor de los tres. Admira a sus hermanos y trabaja el doble para ponerse a su altura.
E631296C,"Bajo su fría apariencia, en el interior de este chico arde una intensa pasión por el fútbol."
E632E3EE,Adora acostarse y sentir que está en una nube tras ganar. Juega duro para asegurarse su puesto como titular.
E64D5821,"Dice saber la verdad sobre los agroglifos, pero nadie sabe si sus teorías son ciertas o no."
E64E1DEE,Todos los años veranea en algún lugar de categoría.
E65E1470,Siempre busca que su flequillo esté perfecto. Se molesta si no luce lo mejor posible.
E65E836A,"Con su nuevo peinado y estilo de la gran ciudad, se convirtió en una portera a la que es difícil plantarle cara."
E660BD89,Entrena incansablemente cada día. Llora cuando el trabajo duro da sus frutos.
E661A750,"De trato fácil y alegre, desarrolla jugadas milagro con su propio estilo."
E673C467,Tercer hijo de los <LST:KIHEI>. Esconde su timidez bajo un trato algo brusco.
E680580E,Es bastante engreída y es felizmente inconsciente de lo desagradable que resulta ser para los demás.
E69BB112,Es la capitana de Los Naiadi. Elige cada estrategia según su estado de ánimo actual.
E69EDCB7,Es todo un experto en maleficios y brujería. ¡Mejor no hacerle enfadar!
E6A16630,"Como hobby, a este jugador le gusta coleccionar reptiles del desierto para asustar a las chicas."
E6AABE66,No tiene novia porque dice que le descentraría.
E6BCC47C,Se lo pasa pipa haciendo pancartas y siempre lleva una a cada partido.
E6C3CD49,Este medio de sonrisa inquietante haría lo que fuera por <FLA:SAKAMAKI>.
E6D44052,Experta en espadas de samuráis. Sabe quién las forjó y hasta de qué año son con solo verlas.
E6E91696,"De apariencia tranquila, pero esconde una agresividad que haría temblar a cualquier rival."
E6E999DB,Le pierden las tartas y su lugar favorito es bufet ilimitado de tartas.
E6EC6D8B,El entrenador de los Guardianes de la Reina. Da órdenes con una precisión infalible y es totalmente fiel a su soberana.
E6ECF5A0,Un jugador bastante fanfarrón convocado por el Abuelo.
E6F357D8,Lidera el club de baile regional. Experto en maquillaje que guarda con celo sus pasos secretos.
E6FFE3C1,El presumido líder del equipo. Está orgulloso de su larga melena.
E7162A65,"Le gusta llevarle la contraria a todo el mundo, aunque solo sea por fastidiar."
E72B7CA1,"Se asusta con facilidad, aunque a sus discretos fans parece gustarles ese nerviosismo natural."
E72BF3EC,Un teórico del fútbol que lanza preguntas agudas a los adultos.
E72E07BC,El instructor de los Demonios Brillantes. Luce una diabólica sonrisa que inquieta a los rivales y pone las pilas a su equipo.
E7313DEF,El presidente del club de periodismo. Filtra información al club de noticias y adora los secretos.
E7423239,"Uno de los ""4 Magníficos "". Tiene un juicio propio de genios."
E751BC73,"Se comunica mediante rugidos de la selva, pero sus compañeros de equipo lo entienden."
E75A4B7D,Jugador que bloquea la portería con el enorme físico que ha desarrollado gracias a las artes marciales.
E75D1F0C,Un apneísta al que le gusta la pesca submarina. Sortea cualquier cosa gracias a su rapidez al nadar.
E7630C07,Descendiente de una familia importante. Solo volverá a casa para anunciar su victoria.
E768D451,De joven no pudo graduarse y ha vuelto al instituto de nuevo.
E779A91D,"Aunque es un delincuente y problemático en el instituto, tiene unas piernas poderosas y da unas patadas tremendas."
E77EAE4B,"Leal y digno de confianza, sus amigos lo tienen en un altar."
E78C77D9,Quiere vivir en un coche porque se siente muy cómodo dentro de ellos.
E79AC81F,"Nunca está agitado o siente presión. Es tan imperturbable, que hasta los pájaros lo usan de poste."
E79C7E47,"Es la viva encarnación del reggae. Sólo necesita un ""¡Yah man! "" para expresar lo que piensa."
E7A2D7BE,Antiguo aprendiz de sumo. Su grande complexión esconde una sorprendente buena educación.
E7A3FDCA,"Como se empeña en dormir en un ataúd, tiene problemas de espalda."
E7B1AE50,"Practica boxeo francés por influencia de su abuelo, que vivía en París."
E7D0EB1A,Un novato muy entregado. Mejora día tras día a un ritmo impresionante.
E7DC0330,Delantero de sangre caliente. Sus tiros abrasadores dejan un rastro de cenizas a su paso.
E7F089D9,"Busca tener la capacidad de concentración de los nadadores, pero teme dejar el club de waterpolo."
E7F3435B,Una diplomática trotamundos que consigue dedicar tiempo a su familia a pesar de sus responsabilidades.
E80811F1,Suele estar quieto como una estatua y todos lo toman por una.
E8089EBC,<LST:MOCHIMOTA> es un parásito que vive en la cabeza de <FST:MOCHIMOTA> y la protege en cuanto percibe un peligro.
E80B543E,"Finge ser un experto en datos, pero se inventa cifras que no tienen sentido alguno."
E83B8203,"Un maestro del engaño, que mantiene a los rivales en vilo con ligeros e impredecibles movimientos."
E84810B9,"Cuando necesita escapar, tira chinchetas al suelo tras de sí."
E84B364C,"El bisnieto de <FLC:ENDO>, un chico apasionado que ha viajado ochenta años atrás en el tiempo. Nacido para amar el fútbol."
E850DE8E,Cantante y vendedor de medicinas. Parece que su método lo cura todo.
E86095DF,"Lleva patillas a la última moda, pero la gente cree que no se afeita por pereza."
E86F81E8,Todo un estratega que siempre mantiene la calma. Es el pegamento que mantiene unido al equipo.
E877AA3E,Nunca está satisfecho. Se esfuerza cada día más para ser el mejor.
E87F549D,"Puede que sea grandote, pero es tan ágil como una abeja (una muy grande)."
E8801FD7,Esta reservada chica es un duplicado de <FST:FEI>. No le faltan admiradores.
E886A028,Siempre cuida de sus compañeros y nunca pierde la ocasión de soltarles un discurso motivacional.
E8880D3E,El capitán del Cascada Perfecta. No cuestiona órdenes de <FLA:SAKAMAKI>.
E8924C4D,Le gustan las banderas de Francia e Italia. Cuando crezca le gustaría mudarse a cualquiera de esos países.
E89309B6,Le gustan las barajas tradicionales y tiene modelos de todo el país.
E8AF95C4,"Aunque ya es mayor para eso, sigue jugando a canicas con otros niños."
E8B9EFDE,Puede hablar con los espíritus de la naturaleza.
E8CA3575,Tiene una personalidad algo rebelde. No es como el resto de soldados pero nunca desafía al míster.
E8CC832D,Le encanta leer y hacer volar alto su imaginación cuando una historia logra captar su curiosidad.
E8D5DA5B,El tranquilo y analítico entrenador de la Polaris. Lee las jugadas con una simple pero inquebrantable mirada.
E8E76A2F,Es bastante desconfiado y recela de lo que dicen los demás. Incluso tratándose de sus maestros.
E8E7E562,"Su mayor virtud es su férreo cuerpo, capaz de desviar cualquier disparo."
E8ECB279,Su cara carece de expresión y es imposible predecir sus movimientos.
E9085F42,"Devora la comida con la boca bien abierta, robando bocados a cualquiera que se acerque demasiado."
E90EE91A,Es el primero tanto en clase como en el campo. Desprecia a todos los que no están a su altura.
E9172847,Una maestra de la danza con espadas. Todos se paran a mirar cuando hace florituras con la espada.
E917B06C,"Oficialmente, es la gerente del equipo que más ha durado. Extraoficialmente, es un fantasma que nadie externo conoce."
E91B1313,"Adoraba lo oculto, pero ahora vive por la ciencia, aunque sus compañeros no lo saben."
